FIPS,State,County,perc_Adults_Obesity,95_Cl_low_obs,95_Cl_high_obs,Avg_num_Physical_Unhealthy_Days,Avg_num_Mental_Unhealthy_Days,Food_Environment_Index,perc_Physically_Inactive,perc_With_Access_Exercise,num_Uninsured,perc_Uninsured,num_Primary_Care_Physicians,Primary_Care_Physicians_Rate,Primary_Care_Physicians_Ratio,num_Dentists,Dentist_Rate,Dentist_Ratio,num_Mental_Health_Providers,Mental_Health_Provider_Rate,Mental_Health_Provider_Ratio,num_Completed_High_School,Population_Age25,perc_Completed_HighSchool,num_Some_College,Population_25_Age_44,perc_Some_college,num_UnemployedAge16,LaborForce_Size,perc_Unemployed,80th_Percentile_Income,20th_Percentile_Income,Income_Ratio,num_Children_SingleParent_Households,num_Children_Overall_Households,perc_Children_SingleParent_Households,num_Associations,Social_Association_Rate,perc_Severe_Housing_Problems,Severe_Housing_Cost_Burdenperc,Overcrowdingperc,Inadequate_Facilitiesperc,num_Food_Insecure,perc_Food_Insecure,num_LimitedAccess_healthyFood,perc_LimitedAccess_HealthyFoods,perc_Adults_Diabetes,95_CI_Low_Adults_Diabetes,95_CI_High_Adults_Diabetes,perc_Insufficient_Sleep,num_Uninsured,perc_Uninsured,Median_Household_Income,95_CI_Low_Median_Household_Income,95_CI_High_Median_Household_Income,Household_Income_NativeAmerican,Household_Income_Asian,Household_Income_Black,Household_Income_Hispanic,Household_Income_white,num_Homeowners,perc_Homeowners,num_Household_Severe_Cost_Burden,perc_Severe_Housing_Cost_Burden,Population,perc_greater18Age,perc65greaterAge,numBlack,percBlack,numNativeAmerican,percNativeAmerican,numAsian,percAsian,numNativeHawaiianPacificIslander,percNativeHawaiianPacificIslander,numHispanic,percHispanic, numNonHispanic_white,percNonHispanic_white,numNotProficient_English,percNotProficient_English,percfemale,numrural_residents,percrural
48299,Texas,Llano,34,32,36,4.1,4.8,6.3,28,77,3176,23,15,69,1453:1,11,50,1996:1,12,55,1830:1,14828,17147,86,1671,3448,48,486,8479,5.7,121715,26715,4.6,673,3197,21,24,11.0,16,12,4,2,3490,17,2560,13,11,10,11,35,2647,26,60706,50759,70653,,,,37922,59755,7009,78,919,11,21958,14.8,37.9,222,1.0,212,1.0,145,0.7,10,0.0,2452,11.2,18773,85.5,223,1,51.5,8720,45.2
48301,Texas,Loving,36,35,37,3.9,4.7,5.5,28,,17,11,0,0,169:0,0,0,181:0,0,0,181:0,85,88,97,21,21,100,5,289,1.7,59500,43065,1.4,0,26,0,0,0.0,11,0,11,0,20,18,15,19,11,10,11,36,13,13,97491,78482,116500,,,,,,11,18,,,181,29.3,12.2,13,7.2,2,1.1,0,0.0,0,0.0,30,16.6,136,75.1,0,0,42.0,82,100.0
48303,Texas,Lubbock,36,35,38,4.2,4.4,7.0,33,87,45935,18,259,83,1199:1,179,57,1759:1,544,173,579:1,159397,182865,87,54962,81763,67,8996,156625,5.7,107886,21650,5.0,21106,73179,29,271,8.7,20,16,3,1,47200,16,22833,8,13,12,14,35,38913,21,56477,51914,61040,37028,62845,34548,43143,63043,64803,56,19140,17,314772,23.6,13.0,22454,7.1,3873,1.2,7555,2.4,443,0.1,115247,36.6,164408,52.2,5153,2,50.8,31607,11.3
48305,Texas,Lynn,40,39,42,4.8,4.7,6.0,37,,1037,21,5,84,1190:1,1,17,6025:1,,,,3055,3880,79,939,1449,65,149,2740,5.4,107507,17405,6.2,404,1573,26,8,13.4,12,8,3,2,980,17,892,15,15,14,16,37,811,25,51003,41979,60027,,,16125,26716,55878,1521,69,228,11,6025,27.1,16.9,124,2.1,101,1.7,24,0.4,1,0.0,2740,45.5,3064,50.9,114,2,47.9,3355,56.7
48307,Texas,McCulloch,38,37,40,4.5,4.7,5.4,33,55,1290,21,4,50,1996:1,2,26,3912:1,3,38,2608:1,4476,5570,80,830,1550,54,244,3260,7.5,95731,18858,5.1,540,1737,31,11,13.8,11,8,2,1,1440,18,1591,19,13,12,14,37,1075,24,47617,40793,54441,,,,40347,49281,2200,70,249,9,7823,21.3,24.2,142,1.8,96,1.2,61,0.8,7,0.1,2618,33.5,4878,62.4,133,2,50.1,2926,35.3
48309,Texas,McLennan,39,37,40,4.4,4.7,6.1,33,64,38118,18,196,76,1309:1,144,55,1804:1,457,176,568:1,132209,154778,85,38037,62387,61,7410,120347,6.2,107646,20056,5.4,19341,62025,31,296,11.5,18,15,3,1,39500,16,39470,17,13,12,13,36,32319,21,55148,48989,61307,,47250,29268,40653,64116,54151,59,14255,16,259730,24.3,15.1,36232,13.9,2995,1.2,4713,1.8,309,0.1,70538,27.2,143116,55.1,10078,4,51.3,54855,23.4
48311,Texas,McMullen,36,34,37,3.5,3.9,5.9,28,18,76,14,0,0,743:0,0,0,721:0,0,0,721:0,409,460,89,103,205,50,20,727,2.8,128417,27250,4.7,85,215,40,0,0.0,16,7,12,0,100,12,179,25,12,11,12,36,56,14,45927,43986,47868,,,,58750,119375,194,85,10,5,721,20.7,26.2,16,2.2,3,0.4,4,0.6,0,0.0,299,41.5,396,54.9,26,4,47.6,707,100.0
48313,Texas,Madison,38,37,39,4.3,4.5,6.8,32,,2288,24,2,14,7142:1,4,28,3607:1,3,21,4809:1,7996,9849,81,1911,4532,42,321,4462,7.2,109129,23729,4.6,480,3053,16,15,10.5,18,10,7,2,2010,14,1820,13,13,12,13,39,1804,27,58674,53745,63603,,109147,,60020,61778,3196,76,329,8,14427,21.4,16.2,2743,19.0,174,1.2,165,1.1,12,0.1,3538,24.5,7725,53.5,628,5,43.0,9210,67.4
48315,Texas,Marion,39,37,40,4.7,5.2,7.0,33,46,1420,20,,,,1,10,9960:1,1,10,9960:1,6392,7423,86,895,1957,46,351,4271,8.2,77105,17090,4.5,466,1813,26,8,8.1,13,9,3,2,1820,18,305,3,13,12,13,40,1191,22,42024,35502,48546,,,27540,33077,45609,3535,78,453,10,9960,18.0,26.9,2017,20.3,123,1.2,94,0.9,3,0.0,461,4.6,7071,71.0,185,2,51.1,10546,100.0
48317,Texas,Martin,37,35,38,4.1,4.4,8.1,33,3,1038,20,1,17,5771:1,1,17,5816:1,,,,2543,3223,79,589,1199,49,155,2546,6.1,128833,36992,3.5,218,1807,12,8,13.9,19,10,7,2,600,11,325,7,13,12,13,36,733,22,73367,60721,86013,,,,56875,85544,1202,70,92,6,5816,31.7,11.6,102,1.8,93,1.6,34,0.6,5,0.1,2767,47.6,2837,48.8,191,4,49.6,4799,100.0
48319,Texas,Mason,36,34,37,3.9,4.4,7.8,29,66,883,29,,,,1,23,4344:1,2,46,2172:1,2463,2882,85,628,755,83,96,1726,5.6,124975,25703,4.9,109,1016,11,8,18.7,16,15,1,1,600,14,112,3,11,10,12,35,659,31,63120,53092,73148,,,,,,1253,75,175,12,4344,20.1,30.3,23,0.5,31,0.7,11,0.3,11,0.3,1092,25.1,3165,72.9,177,4,49.2,4012,100.0
48321,Texas,Matagorda,41,39,42,4.5,4.6,6.2,36,69,6192,21,14,38,2617:1,13,35,2825:1,15,41,2448:1,19778,24097,82,4756,8599,55,1737,16529,10.5,97994,17970,5.5,3049,9534,32,49,13.4,19,14,4,2,6150,17,5233,14,14,14,15,38,4985,24,52241,42741,61741,40833,28229,27446,43243,66336,9798,70,1926,15,36725,25.9,17.5,3777,10.3,493,1.3,694,1.9,55,0.1,16280,44.3,15550,42.3,1493,4,49.9,13366,36.4
48323,Texas,Maverick,42,39,43,5.3,4.6,5.5,42,67,14265,29,14,24,4194:1,13,22,4491:1,17,29,3434:1,20337,33086,61,7663,14492,53,3673,24494,15.0,93863,13655,6.9,5680,18123,31,15,2.6,24,13,11,2,10500,18,9783,18,19,17,20,38,11732,36,41324,33774,48874,58125,,,40754,85090,11048,66,2458,15,58378,30.6,12.1,206,0.4,1044,1.8,375,0.6,20,0.0,55513,95.1,1576,2.7,11844,22,49.8,5022,9.3
48325,Texas,Medina,38,37,40,4.0,4.1,8.1,32,53,7422,18,12,23,4299:1,11,21,4760:1,21,40,2493:1,28789,34123,84,6829,12117,56,1351,21461,6.3,123912,25646,4.8,2538,11716,22,29,5.6,12,9,3,1,6050,12,1863,4,13,12,14,35,6110,21,62600,56034,69166,116528,100888,,59643,65323,12780,80,1501,10,52358,22.8,17.4,1411,2.7,575,1.1,432,0.8,111,0.2,27676,52.9,22196,42.4,1551,3,48.4,28319,61.6
48327,Texas,Menard,38,36,39,4.3,4.5,6.8,34,73,407,29,1,47,2138:1,1,47,2124:1,,,,1394,1670,83,190,377,50,45,866,5.2,83986,16171,5.2,24,378,6,3,14.0,11,5,3,4,370,17,135,6,13,12,14,36,323,31,41477,33819,49135,,,,37434,53151,636,61,116,13,2124,18.5,32.7,31,1.5,35,1.6,7,0.3,0,0.0,775,36.5,1281,60.3,108,5,50.2,2242,100.0
48329,Texas,Midland,33,31,34,3.7,4.0,8.3,29,85,29022,18,64,36,2763:1,102,57,1744:1,165,93,1078:1,89953,106940,84,31813,54126,59,7924,98237,8.1,161688,34730,4.7,10767,48917,22,168,9.5,16,9,6,1,17820,11,6977,5,12,11,12,35,20962,20,92117,78648,105586,93487,128988,48366,69192,101495,38643,67,6162,11,177863,28.9,10.3,11412,6.4,2139,1.2,4127,2.3,226,0.1,83683,47.0,75859,42.7,8497,5,49.2,16824,12.3
48331,Texas,Milam,37,36,38,4.5,4.8,6.5,34,55,3704,19,2,8,12412:1,5,20,4942:1,8,32,3089:1,13963,16708,84,2426,5168,47,696,9750,7.1,101353,21191,4.8,2217,5910,38,32,12.9,14,9,5,1,4080,17,2824,11,13,12,13,38,3008,22,49961,43517,56405,60313,105250,39702,30950,60272,6972,74,956,11,24708,23.3,21.6,2110,8.5,334,1.4,209,0.8,18,0.1,6751,27.3,15213,61.6,650,3,50.4,13909,56.2
48333,Texas,Mills,36,34,37,4.3,4.8,6.7,31,3,908,27,1,21,4873:1,2,41,2420:1,6,124,807:1,3000,3622,83,314,756,42,78,1889,4.1,93577,19129,4.9,155,819,19,8,16.4,13,10,2,1,810,17,444,9,12,11,12,36,733,30,49089,40618,57560,,,,,,1545,88,155,9,4840,20.4,28.6,45,0.9,54,1.1,31,0.6,1,0.0,923,19.1,3778,78.1,158,3,49.9,4936,100.0
48335,Texas,Mitchell,38,37,39,4.4,4.4,7.7,35,4,1085,20,4,47,2136:1,1,12,8202:1,,,,4433,5229,85,759,2089,36,189,2381,7.9,98907,23595,4.2,489,1700,29,8,9.4,13,7,6,0,1100,13,568,6,13,13,14,38,845,23,46156,37914,54398,,,41771,43372,69643,1964,81,98,4,8202,22.1,15.2,771,9.4,148,1.8,70,0.9,12,0.1,3333,40.6,3897,47.5,409,5,41.1,3455,36.7
48337,Texas,Montague,37,35,38,4.5,5.0,6.9,31,21,3321,22,6,30,3303:1,6,30,3327:1,5,25,3992:1,12043,13894,87,2390,4228,57,602,9081,6.6,110629,25520,4.3,1217,4418,28,29,14.6,12,9,3,2,3440,18,889,5,11,11,12,37,2706,25,56012,48843,63181,,,,60602,56645,6101,77,752,10,19962,22.5,22.9,151,0.8,283,1.4,102,0.5,12,0.1,2304,11.5,16946,84.9,172,1,50.8,11623,58.9
48339,Texas,Montgomery,36,35,37,3.6,4.2,7.6,28,83,90482,17,367,60,1655:1,308,49,2034:1,586,94,1069:1,344494,386248,89,105220,156087,67,21493,284994,7.5,163906,36151,4.5,25216,155219,16,356,5.9,14,10,4,1,70560,12,37405,8,11,10,11,35,73614,20,85348,79433,91263,92443,121058,66534,60673,91409,147027,71,21707,11,626351,25.9,13.7,35336,5.6,6162,1.0,21555,3.4,741,0.1,160240,25.6,397549,63.5,22597,4,50.5,103571,22.7
48341,Texas,Moore,38,36,39,4.4,4.4,7.7,35,65,4996,27,8,38,2618:1,8,39,2582:1,3,15,6885:1,8113,12411,65,2396,5508,44,398,10578,3.8,97413,26457,3.7,1439,6751,21,28,13.4,15,7,7,1,2500,12,1878,9,14,13,15,38,3817,32,53341,45352,61330,,82321,26813,51330,58929,4383,66,503,8,20654,31.4,11.8,858,4.2,371,1.8,1166,5.6,54,0.3,12031,58.3,6300,30.5,3311,17,48.0,3683,16.8
48343,Texas,Morris,38,37,40,4.6,5.1,7.2,32,3,1786,19,2,16,6194:1,6,48,2066:1,4,32,3098:1,7777,8541,91,1348,2682,50,545,4793,11.4,84745,18366,4.6,794,2853,28,21,17.0,13,9,3,1,2220,18,112,1,13,12,13,39,1481,22,45122,37096,53148,,,25963,46851,50752,3789,73,606,12,12393,22.8,22.3,2713,21.9,163,1.3,87,0.7,16,0.1,1347,10.9,7853,63.4,115,1,51.8,10143,78.4
48345,Texas,Motley,36,34,37,4.1,4.6,7.6,29,14,189,23,0,0,1200:0,0,0,1185:0,,,,890,1003,89,192,298,64,20,437,4.6,95923,23020,4.2,96,287,33,0,0.0,11,5,5,1,190,15,40,3,11,10,12,36,147,24,46712,39835,53589,,,,63036,39750,352,71,20,4,1185,20.3,31.1,30,2.5,28,2.4,2,0.2,2,0.2,229,19.3,905,76.4,6,0,49.3,1210,100.0
48347,Texas,Nacogdoches,41,39,42,4.6,5.0,6.2,33,59,10678,21,46,71,1417:1,42,65,1542:1,77,119,841:1,31528,37668,84,7985,14174,56,1842,27987,6.6,92358,17569,5.3,4414,15018,29,49,7.5,19,15,4,1,12290,19,6026,9,13,13,14,39,8995,25,49375,42327,56423,28438,,23234,37474,53057,13713,58,3729,16,64753,23.1,15.7,11264,17.4,548,0.8,856,1.3,38,0.1,13116,20.3,38277,59.1,2339,4,52.1,29978,46.5
48349,Texas,Navarro,39,38,41,4.6,4.8,6.9,34,53,9643,24,20,40,2506:1,19,37,2668:1,33,65,1536:1,25724,32159,80,6471,11530,56,1442,23245,6.2,102781,21731,4.7,3495,12959,27,44,8.8,16,11,4,2,7880,16,3868,8,13,13,14,38,7819,28,50778,44358,57198,33500,,26392,41415,56291,12191,70,1994,12,50694,26.5,17.2,6216,12.3,587,1.2,432,0.9,927,1.8,14869,29.3,27399,54.0,2901,6,51.0,25136,52.7
48351,Texas,Newton,39,37,40,5.0,5.4,5.5,35,6,2176,22,,,,,,,2,15,6707:1,7993,9831,81,1325,3099,43,557,5054,11.0,93263,16086,5.8,798,2733,29,11,8.1,9,6,2,2,2760,20,2041,14,13,12,14,40,1813,25,45769,37166,54372,,,19940,3997,48382,4228,83,301,6,13414,18.8,22.3,2562,19.1,123,0.9,74,0.6,3,0.0,550,4.1,9865,73.5,39,0,48.3,14445,100.0
48353,Texas,Nolan,38,37,40,4.5,4.7,7.0,34,41,2383,20,5,34,2943:1,8,54,1854:1,10,67,1484:1,7887,9546,83,1765,3324,53,377,7151,5.3,91401,18791,4.9,1088,3853,28,19,12.9,15,8,5,2,2380,16,1079,7,14,13,14,37,1896,24,41720,36557,46883,,,28175,38516,46706,3748,68,578,11,14835,25.6,18.9,639,4.3,187,1.3,146,1.0,21,0.1,5836,39.3,7947,53.6,539,4,50.0,4969,32.7
48355,Texas,Nueces,41,40,42,4.2,4.2,7.0,32,93,60083,20,290,80,1249:1,200,55,1816:1,468,129,776:1,198578,236941,84,56788,98640,58,14688,163920,9.0,112341,22803,4.9,29796,88776,34,268,7.4,18,13,5,1,52970,15,33739,10,14,13,15,35,51632,24,55727,50697,60757,49623,87713,41188,51141,69883,76550,59,18220,14,363148,24.2,15.3,12505,3.4,3195,0.9,8263,2.3,585,0.2,235592,64.9,102832,28.3,7801,2,50.6,21935,6.4
48357,Texas,Ochiltree,39,38,41,4.7,4.6,8.1,36,88,2360,27,4,41,2459:1,4,42,2400:1,3,31,3199:1,4291,5775,74,1015,2582,39,236,4071,5.8,100773,26060,3.9,633,3105,20,15,15.3,17,11,7,1,1290,13,294,3,14,13,15,36,1769,32,71477,60596,82358,41579,,,46500,61000,2483,73,284,9,9598,31.1,12.0,54,0.6,168,1.8,63,0.7,8,0.1,5412,56.4,3938,41.0,1161,13,50.0,1422,13.9
48359,Texas,Oldham,35,33,36,3.9,4.6,5.2,29,0,281,18,,,,0,0,2135:0,3,141,712:1,1142,1246,92,353,535,66,35,890,3.9,144214,29438,4.9,12,340,4,3,14.2,10,10,3,2,260,12,668,33,11,10,11,35,249,19,61013,50167,71859,,,,53750,65250,472,73,27,5,2135,22.2,16.0,66,3.1,28,1.3,34,1.6,1,0.0,370,17.3,1621,75.9,14,1,47.6,2052,100.0
48361,Texas,Orange,40,38,41,4.2,4.9,6.6,30,52,11627,17,15,18,5560:1,26,31,3188:1,23,28,3603:1,49572,56083,88,11978,21079,57,3786,36027,10.5,121882,26461,4.6,5328,20823,26,78,9.4,12,8,3,1,13830,17,8067,10,11,10,12,39,9307,19,61323,52370,70276,,77440,35326,51863,68397,23449,74,2485,8,82878,25.0,16.3,7162,8.6,675,0.8,1019,1.2,87,0.1,7349,8.9,65668,79.2,871,1,50.6,28783,35.2
48363,Texas,Palo Pinto,37,36,38,4.6,5.0,5.1,33,39,5323,23,11,38,2654:1,9,31,3258:1,6,20,4887:1,17297,19723,88,3526,6510,54,928,13267,7.0,104207,22518,4.6,1408,6695,21,35,12.0,19,14,4,1,4920,17,6835,24,12,11,13,37,4384,27,59450,52840,66060,,80920,49697,49063,57031,7703,75,1230,12,29320,23.1,20.4,678,2.3,334,1.1,302,1.0,28,0.1,5944,20.3,21841,74.5,708,3,50.9,14116,50.2
48365,Texas,Panola,38,36,39,4.5,5.1,6.8,31,35,3606,20,8,34,2899:1,6,26,3865:1,4,17,5797:1,13224,15735,84,3249,5486,59,792,9437,8.4,102420,20662,5.0,1143,5361,21,24,10.3,12,8,3,1,3710,16,2276,10,12,12,13,38,2898,22,51936,42518,61354,,,25208,52331,55143,6688,77,543,7,23187,23.0,20.4,3555,15.3,187,0.8,144,0.6,15,0.1,2103,9.1,16964,73.2,292,1,50.4,17304,72.7
48367,Texas,Parker,33,32,35,3.8,4.5,7.8,26,56,20751,17,57,40,2507:1,52,35,2850:1,89,60,1665:1,83128,93391,89,21440,33902,63,4012,68141,5.9,152789,35549,4.3,4648,34147,14,132,9.2,13,10,3,1,16710,13,6728,6,10,9,10,35,16792,20,88617,81031,96203,54596,114464,,63802,86582,36917,81,4615,10,148198,24.6,16.1,2179,1.5,1557,1.1,1082,0.7,132,0.1,19965,13.5,121585,82.0,2540,2,50.1,65578,56.1
48369,Texas,Parmer,39,38,41,4.6,4.4,7.6,37,16,2297,28,1,10,9605:1,1,11,9522:1,,,,4477,6038,74,977,2441,40,127,4915,2.6,115571,28195,4.1,283,2757,10,12,12.5,17,7,10,1,1210,13,842,8,15,14,16,37,1734,32,61989,53836,70142,,,,53402,71932,2104,65,199,7,9522,27.6,15.1,106,1.1,153,1.6,99,1.0,35,0.4,6205,65.2,3080,32.3,972,11,48.3,6163,60.0
48371,Texas,Pecos,40,38,42,4.4,4.3,6.6,36,53,2871,25,9,57,1758:1,4,25,3930:1,4,25,3930:1,7642,10543,72,1706,4706,36,530,6517,8.1,102905,22981,4.5,868,3877,22,11,7.0,12,5,6,2,1890,12,2964,19,15,14,16,37,2219,29,52792,43009,62575,,,,45458,80617,3614,74,404,9,15718,24.6,13.3,620,3.9,248,1.6,213,1.4,25,0.2,10966,69.8,3769,24.0,865,6,43.4,6168,39.8
48373,Texas,Polk,40,39,42,4.6,4.9,6.7,35,38,8609,23,28,55,1834:1,22,42,2409:1,23,43,2304:1,29698,36262,82,4879,11818,41,1602,18357,8.7,98955,21603,4.6,3597,10113,36,41,8.0,14,11,3,1,8990,18,2284,5,13,12,14,38,7165,26,47535,39509,55561,39167,148750,33588,48295,52166,13850,77,1838,11,52995,20.1,19.4,4933,9.3,1193,2.3,444,0.8,62,0.1,8168,15.4,37833,71.4,1079,2,46.3,35258,77.6
48375,Texas,Potter,39,38,41,4.8,4.8,6.5,38,74,24112,25,102,87,1151:1,67,58,1731:1,263,227,441:1,57976,75104,77,14486,33159,44,2961,54150,5.5,87248,18899,4.6,10380,32281,32,129,11.0,20,14,6,1,19400,16,14222,12,15,14,16,37,19479,30,45903,40158,51648,,51054,31553,40981,51033,24037,55,6903,16,116004,26.9,13.5,11718,10.1,1610,1.4,6137,5.3,170,0.1,46077,39.7,49802,42.9,9325,9,48.8,10892,9.0
48377,Texas,Presidio,45,43,47,6.0,5.1,4.3,47,78,1638,33,2,30,3352:1,,,,3,46,2169:1,2147,4425,49,714,1399,51,476,3231,14.7,62364,11187,5.6,657,1805,36,6,8.9,15,7,8,0,1690,24,1395,18,21,19,22,38,1306,40,39967,32393,47541,,,,,,1392,54,296,12,6508,27.3,24.0,68,1.0,126,1.9,145,2.2,2,0.0,5436,83.5,806,12.4,1778,28,49.5,3164,40.5
48379,Texas,Rains,35,34,37,4.3,5.0,,30,44,2071,22,1,8,12514:1,2,16,6276:1,5,40,2510:1,7447,8968,83,1156,2541,45,283,6027,4.7,100814,25722,3.9,468,2305,20,11,8.8,14,9,4,1,1920,16,,,11,10,11,37,1660,24,59195,50016,68374,,,,,,3386,78,307,8,12552,19.9,25.2,288,2.3,163,1.3,110,0.9,6,0.0,1204,9.6,10602,84.5,99,1,50.1,10175,93.2
48381,Texas,Randall,36,35,38,3.6,4.2,8.3,26,86,15147,13,87,63,1583:1,81,58,1727:1,147,105,952:1,83554,89847,93,26700,37623,71,3246,72380,4.5,125260,30687,4.1,7545,32414,23,103,7.5,11,9,2,0,16220,12,2876,2,10,9,10,33,12475,15,71041,60974,81108,,61689,48233,62646,70736,34873,70,5228,11,139899,24.0,15.7,4556,3.3,1367,1.0,2724,1.9,131,0.1,33175,23.7,96706,69.1,1440,1,50.9,17355,14.4
48383,Texas,Reagan,39,37,40,4.1,4.1,8.8,35,93,676,20,2,52,1925:1,0,0,3833:0,,,,1836,2222,83,473,1085,44,176,1815,9.7,107423,31194,3.4,100,1140,9,5,13.0,9,8,1,0,360,10,51,2,14,13,15,37,503,22,66711,54203,79219,,,,55938,90104,735,66,116,11,3833,29.4,11.4,100,2.6,53,1.4,25,0.7,1,0.0,2772,72.3,894,23.3,174,5,46.4,448,13.3
48385,Texas,Real,39,38,41,4.9,5.0,2.0,36,0,522,22,2,58,1726:1,2,59,1706:1,1,29,3411:1,2121,2413,88,159,412,39,72,1072,6.7,79025,16068,4.9,342,760,45,6,17.4,13,10,3,2,710,21,1605,49,14,13,15,38,443,25,43076,34950,51202,,,,25486,40190,901,72,152,13,3411,17.2,32.4,37,1.1,70,2.1,18,0.5,12,0.4,990,29.0,2289,67.1,64,2,49.6,3309,100.0
48387,Texas,Red River,40,38,41,4.8,5.3,4.7,33,21,1886,21,2,17,6012:1,3,25,3998:1,4,33,2999:1,7987,8978,89,1513,2615,58,327,5144,6.4,83286,14578,5.7,649,2387,27,16,13.3,11,10,1,1,2230,18,3327,26,13,12,13,39,1623,25,46727,42150,51304,18293,,30929,19180,44646,4014,78,663,14,11995,19.1,26.1,1887,15.7,203,1.7,48,0.4,4,0.0,902,7.5,8826,73.6,22,0,51.4,9739,75.7
48389,Texas,Reeves,40,38,41,4.4,4.1,8.1,37,64,2435,22,5,31,3195:1,2,13,7975:1,1,6,15949:1,7171,10339,69,1802,4985,36,631,8858,7.1,101659,19518,5.2,1143,3468,33,8,5.0,13,7,5,2,1650,11,991,7,16,15,17,37,1875,25,64863,63795,65931,,,,48568,136750,3002,80,342,10,15949,22.3,11.6,759,4.8,185,1.2,253,1.6,12,0.1,11928,74.8,2892,18.1,1872,13,38.9,1998,14.5
48391,Texas,Refugio,38,37,40,4.4,4.4,6.9,35,10,986,19,1,14,6948:1,2,29,3439:1,1,15,6877:1,3999,4841,83,691,1513,46,252,3083,8.2,87833,19585,4.5,520,1629,32,8,11.5,14,11,3,2,1110,16,649,9,14,13,15,37,808,22,48433,39668,57198,33750,,,47716,54009,1869,73,235,10,6877,22.3,22.8,372,5.4,79,1.1,62,0.9,3,0.0,3520,51.2,2833,41.2,93,1,50.7,4480,60.7
48393,Texas,Roberts,34,33,35,3.9,4.6,5.8,27,2,112,17,0,0,854:0,0,0,813:0,0,0,813:0,523,564,93,90,161,56,19,414,4.6,104568,27305,3.8,15,184,8,0,0.0,6,6,0,1,120,15,199,21,10,9,11,35,80,17,69927,56867,82987,,,,61429,61607,272,83,4,1,813,23.5,22.6,1,0.1,12,1.5,2,0.2,0,0.0,83,10.2,702,86.3,0,0,51.4,929,100.0
48395,Texas,Robertson,38,37,39,4.3,4.7,7.2,32,38,2693,20,1,6,17074:1,1,6,17155:1,3,17,5718:1,9872,11659,85,1728,3621,48,470,7345,6.4,103093,21100,4.9,1431,4053,35,16,9.4,14,9,4,1,2330,14,1613,10,13,12,13,38,2226,23,55218,48467,61969,,,27478,65500,56071,4960,73,681,11,17155,23.4,20.7,3252,19.0,197,1.1,150,0.9,13,0.1,3739,21.8,9739,56.8,280,2,51.0,12276,73.9
48397,Texas,Rockwall,31,30,32,3.2,4.0,8.7,23,91,13643,15,78,74,1345:1,81,74,1357:1,146,133,753:1,61199,65792,93,21331,27007,79,3200,53209,6.0,181874,54646,3.3,3857,27310,14,82,7.8,12,11,2,1,9280,10,2536,3,9,8,10,33,10341,16,106225,97992,114458,69026,93300,93836,76962,110801,28734,83,2927,9,109888,26.6,12.9,8507,7.7,953,0.9,3664,3.3,133,0.1,21002,19.1,74284,67.6,1610,2,50.6,12562,16.0
48399,Texas,Runnels,37,36,39,4.4,4.6,6.3,34,37,1617,20,5,49,2053:1,2,19,5201:1,4,38,2600:1,5697,7028,81,1101,2246,49,223,4529,4.9,99964,20267,4.9,601,2459,24,18,17.5,11,9,2,2,1570,15,1679,16,13,12,14,36,1326,23,50972,45056,56888,,,,45066,52325,2838,73,353,9,10401,23.5,21.1,233,2.2,188,1.8,112,1.1,4,0.0,3670,35.3,6255,60.1,160,2,49.2,4280,40.8
48401,Texas,Rusk,38,36,39,4.4,4.7,7.1,31,41,8119,21,11,20,4946:1,17,31,3196:1,17,31,3196:1,30695,37152,83,7589,14550,52,1619,22127,7.3,104552,25621,4.1,2796,12017,23,60,11.0,13,9,3,1,7380,14,5973,11,12,12,13,38,6597,24,56954,50437,63471,,75865,36069,45399,66011,14298,79,1497,9,54324,21.7,17.4,9235,17.0,587,1.1,385,0.7,52,0.1,9696,17.8,34043,62.7,1686,3,46.3,35130,65.9
