FIPS,State,County,Len_Life_Rank,perc_Adults_Obesity,95_Cl_low_obs,95_Cl_high_obs,Avg_num_Physical_Unhealthy_Days,Avg_num_Mental_Unhealthy_Days,Food_Environment_Index,perc_Physically_Inactive,perc_With_Access_Exercise,num_Uninsured,perc_Uninsured,num_Primary_Care_Physicians,Primary_Care_Physicians_Rate,Primary_Care_Physicians_Ratio,num_Dentists,Dentist_Rate,Dentist_Ratio,num_Mental_Health_Providers,Mental_Health_Provider_Rate,Mental_Health_Provider_Ratio,num_Completed_High_School,Population_Age25,perc_Completed_HighSchool,num_Some_College,Population_25_Age_44,perc_Some_college,num_UnemployedAge16,LaborForce_Size,perc_Unemployed,80th_Percentile_Income,20th_Percentile_Income,Income_Ratio,num_Children_SingleParent_Households,num_Children_Overall_Households,perc_Children_SingleParent_Households,num_Associations,Social_Association_Rate,perc_Severe_Housing_Problems,Severe_Housing_Cost_Burdenperc,Overcrowdingperc,Inadequate_Facilitiesperc,num_Food_Insecure,perc_Food_Insecure,num_LimitedAccess_healthyFood,perc_LimitedAccess_HealthyFoods,perc_Adults_Diabetes,95_CI_Low_Adults_Diabetes,95_CI_High_Adults_Diabetes,perc_Insufficient_Sleep,num_Uninsured,perc_Uninsured,Median_Household_Income,95_CI_Low_Median_Household_Income,95_CI_High_Median_Household_Income,Household_Income_NativeAmerican,Household_Income_Asian,Household_Income_Black,Household_Income_Hispanic,Household_Income_white,num_Homeowners,perc_Homeowners,num_Household_Severe_Cost_Burden,perc_Severe_Housing_Cost_Burden,Population,perc_greater18Age,perc65greaterAge,numBlack,percBlack,numNativeAmerican,percNativeAmerican,numAsian,percAsian,numNativeHawaiianPacificIslander,percNativeHawaiianPacificIslander,numHispanic,percHispanic, numNonHispanic_white,percNonHispanic_white,numNotProficient_English,percNotProficient_English,percfemale,numrural_residents,percrural,Qual_Life_Rank,Health_Beh_Rank,Clinical_Care_Rank,Social_Econ_Rank,Phys_Env_Rank
48403,Texas,Sabine,237,38,36,40,4.8,5.4,6.3,32,75,1450,20,2,19,5271:01:00,3,29,3502:01:00,1,10,10507:1,6811,7948,86,921,1877,49,423,3923,10.8,85897,18279,4.7,419,1934,22,12,11.4,16,15,2,1,2150,21,601,6,12,11,13,38,1182,22,51046,45707,56385,,,23043,31471,41964,3907,86,620,14,10507,17.8,31.2,700,6.7,116,1.1,46,0.4,7,0.1,500,4.8,8971,85.4,2,0,50.5,10834,100,199,219,121,209,235
48405,Texas,San Augustine,187,41,40,42,4.9,5.3,5.5,35,41,1240,21,2,24,4119:01:00,4,48,2062:01:00,1,12,8248:01:00,5051,6160,82,662,1610,41,290,3020,9.6,80694,15507,5.2,377,1625,23,5,6.1,15,9,4,2,1740,21,1065,12,13,13,14,40,1036,24,45781,37864,53698,,,29536,,44420,2711,73,342,10,8248,19.7,27,1751,21.2,72,0.9,34,0.4,1,0,642,7.8,5678,68.8,170,2,50.5,8865,100,230,241,59,225,177
48407,Texas,San Jacinto,185,40,39,41,4.7,5.1,7.1,33,68,5018,23,2,7,14430:1,1,3,29301:1,4,14,7325:01:00,17621,20611,85,2532,6290,40,940,11650,8.1,102454,21201,4.8,1168,6196,19,9,3.1,15,8,5,2,4880,17,853,3,12,12,13,39,4136,26,51575,42439,60711,,,41415,36075,51971,8066,80,1076,11,29301,21.2,23.1,2600,8.9,315,1.1,155,0.5,32,0.1,4266,14.6,21539,73.5,561,2,50,26384,100,211,207,213,196,214
48409,Texas,San Patricio,133,41,40,42,4.4,4.4,6.8,37,62,10456,19,17,25,3925:01:00,29,43,2313:01:00,26,39,2580:01:00,35012,43016,81,8739,17569,50,2998,29221,10.3,116068,22354,5.2,6406,17983,36,66,9.9,16,10,7,1,10180,15,7150,11,15,14,16,37,8591,22,56944,48606,65282,,65947,40156,45584,73912,15887,68,2403,11,67069,26.2,15.4,1051,1.6,719,1.1,853,1.3,109,0.2,39275,58.6,25129,37.5,1870,3,49.6,12734,19.7,160,121,53,206,168
48411,Texas,San Saba,100,38,37,40,4.6,4.7,6.5,34,5,1210,31,2,33,3028:01:00,1,17,6039:01:00,2,33,3020:01:00,3392,4198,81,638,1440,44,114,2193,5.2,83605,20905,4,184,1152,16,9,14.9,14,10,3,1,910,15,842,14,13,12,14,37,967,35,48349,39654,57044,,,,40556,46813,1512,71,204,11,6039,19.9,23.5,216,3.6,94,1.6,38,0.6,0,0,1883,31.2,3786,62.7,257,5,45.7,3026,49.4,47,182,205,93,29
48413,Texas,Schleicher,102,37,36,39,4,4.2,8.1,32,75,553,25,,,,0,0,2761:00:00,1,36,2761:01:00,1523,1922,79,314,700,45,84,1209,6.9,96088,16807,5.7,5,745,1,3,10.7,12,5,5,3,380,13,103,3,13,12,14,35,413,26,54471,44465,64477,,,,35365,61250,808,78,111,11,2761,23.3,20.3,34,1.2,37,1.3,17,0.6,0,0,1511,54.7,1175,42.6,139,5,50.2,3461,100,32,11,164,108,68
48415,Texas,Scurry,92,38,37,39,4.5,4.6,7.9,34,33,2820,22,11,66,1518:01:00,9,54,1851:01:00,4,24,4166:01:00,8994,11212,80,2458,4885,50,512,6251,8.2,106057,25840,4.1,674,4136,16,19,11.4,11,5,6,0,2340,14,428,3,14,13,14,37,2241,26,57158,47091,67225,,38879,43750,48879,52404,4799,78,341,6,16662,25.1,15.1,792,4.8,251,1.5,139,0.8,10,0.1,7021,42.1,8479,50.9,327,2,46.1,5364,31.7,156,144,106,128,33
48417,Texas,Shackelford,102,34,33,36,4,4.7,7.4,27,79,578,23,1,31,3265:01:00,0,0,3300:00:00,2,61,1650:01:00,1989,2259,88,519,637,81,94,1782,5.3,89568,19284,4.6,234,750,31,9,27.6,15,10,5,1,500,15,182,5,10,10,11,35,441,24,64931,53092,76770,,,,46836,49135,1090,80,76,6,3300,22.8,21.8,37,1.1,36,1.1,19,0.6,2,0.1,401,12.2,2781,84.3,52,2,50.9,3378,100,26,80,100,9,99
48419,Texas,Shelby,193,40,38,41,4.9,5.2,6.6,36,34,5297,26,5,20,5055:01:00,8,32,3114:01:00,15,60,1661:01:00,12826,16446,78,2558,5705,45,772,11274,6.8,84528,15973,5.3,1948,6608,29,29,11.5,14,9,4,1,4530,18,1905,7,14,13,14,39,4327,31,41194,36205,46183,51900,,26197,34173,47623,7115,75,909,10,24915,25.8,18.4,4275,17.2,246,1,375,1.5,28,0.1,4734,19,15161,60.9,1393,6,50.4,20214,79.4,203,225,206,189,199
48421,Texas,Sherman,102,37,35,38,4.2,4.4,7.1,32,,720,28,,,,0,0,3027:00:00,,,,1518,2039,74,361,709,51,40,1307,3.1,115870,30349,3.8,66,703,9,5,16.5,9,5,4,1,440,14,289,10,12,12,13,36,516,30,66408,53862,78954,,,,43478,76141,780,73,70,7,3027,27.3,15.9,36,1.2,46,1.5,28,0.9,0,0,1389,45.9,1556,51.4,248,9,47.3,3034,100,18,41,235,25,6
48423,Texas,Smith,59,38,37,39,4.2,4.6,7.1,28,69,39717,21,239,103,974:01:00,149,63,1583:01:00,339,144,696:01:00,131720,151253,87,38557,58778,66,7343,108544,6.8,115459,24676,4.7,12903,56176,23,299,12.8,16,12,3,1,33700,15,17066,8,12,11,12,37,33339,25,60735,54731,66739,88333,52877,45701,54035,65988,52300,67,9120,12,235806,24.2,17.3,40828,17.3,2043,0.9,3958,1.7,243,0.1,47732,20.2,138972,58.9,8707,4,51.7,66286,31.6,75,55,18,59,207
48425,Texas,Somervell,45,36,34,37,4.2,4.7,7.3,30,76,1303,18,6,66,1521:01:00,3,33,3046:01:00,2,22,4570:01:00,5767,6279,92,1120,2075,54,280,4328,6.5,122250,24805,4.9,175,1945,9,6,6.6,19,10,10,0,1590,18,0,0,11,11,12,36,1035,19,67984,55274,80694,,,,42000,72450,2635,84,282,9,9139,21.8,20,104,1.1,156,1.7,101,1.1,4,0,1629,17.8,7097,77.7,59,1,50.6,8490,100,46,48,17,45,137
48427,Texas,Starr,73,47,45,49,5.9,5,4.3,48,34,17283,31,14,22,4617:01:00,8,12,8033:01:00,12,19,5356:01:00,20549,35668,58,7138,16064,44,4559,26319,17.3,69957,12185,5.7,8422,21045,40,16,2.5,22,10,13,2,13550,21,14469,24,21,20,22,37,14433,41,35716,29482,41950,,,,30788,73333,12177,75,1900,12,64266,32.5,11.6,96,0.1,272,0.4,170,0.3,17,0,61906,96.3,2077,3.2,14522,25,51.1,14453,23.7,243,243,239,244,220
48429,Texas,Stephens,146,38,37,39,4.6,4.8,6.2,33,45,1633,24,3,32,3122:01:00,4,43,2334:01:00,5,54,1867:01:00,5068,6352,80,1006,2330,43,245,4020,6.1,87553,16486,5.3,816,2111,39,8,8.5,11,9,2,2,1570,17,1297,13,12,12,13,38,1344,28,48911,40297,57525,,,,46220,44626,2527,74,426,13,9334,21.7,20.9,276,3,123,1.3,80,0.9,7,0.1,2308,24.7,6517,69.8,74,1,47.2,3791,39.4,169,195,167,184,42
48431,Texas,Sterling,NR,38,37,39,4.2,4.4,5.7,33,,209,19,0,0,1291:00:00,0,0,1315:00:00,,,,679,762,89,94,242,39,36,560,6.4,125833,33333,3.8,212,390,54,3,23.2,8,4,3,2,100,8,410,36,13,12,13,36,148,20,68435,55787,81083,,,,,,354,87,16,4,1315,28,14.8,23,1.7,28,2.1,6,0.5,1,0.1,504,38.3,747,56.8,5,0,50,1143,100,NR,NR,NR,NR,NR
48433,Texas,Stonewall,102,37,35,38,4.4,4.9,7.4,32,,192,19,1,74,1350:01:00,0,0,1348:00:00,4,297,337:01:00,719,881,82,86,218,39,29,576,5,98533,19919,4.9,115,382,30,4,29.6,7,3,2,2,230,15,72,5,12,11,12,36,138,20,59802,52036,67568,,,,,,424,80,20,4,1348,22.8,26.3,36,2.7,22,1.6,17,1.3,0,0,244,18.1,1022,75.8,3,0,50.9,1490,100,137,101,129,122,22
48435,Texas,Sutton,102,38,36,39,4.1,4.2,7.9,34,77,628,21,4,106,944:01:00,2,54,1869:01:00,,,,1859,2468,75,518,1028,50,120,1229,9.8,115460,23235,5,318,1051,30,6,15.9,12,4,7,1,480,12,239,6,14,13,14,35,505,23,64612,53147,76077,,,,43665,75461,873,68,89,8,3738,23.5,19.4,19,0.5,54,1.4,29,0.8,1,0,2444,65.4,1245,33.3,179,5,48.8,776,18.8,38,27,26,180,49
48437,Texas,Swisher,234,41,40,43,5,4.8,6,38,45,1429,26,1,14,7397:01:00,1,14,7340:01:00,,,,3686,4899,75,692,1961,35,132,2533,5.2,73806,15793,4.7,423,1840,23,10,13.5,15,9,6,0,1320,18,1112,14,16,15,16,38,1151,31,39897,33011,46783,173393,,,30902,41219,1881,72,224,10,7340,24,18.3,569,7.8,130,1.8,50,0.7,6,0.1,3322,45.3,3265,44.5,484,7,46.7,2951,37.6,225,189,217,195,41
48439,Texas,Tarrant,24,38,37,39,3.8,4.2,7.5,29,94,347063,19,1245,59,1689:01:00,1300,61,1633:01:00,3051,144,696:01:00,1156056,1336510,86,381760,595052,64,79553,1082822,7.3,133862,31864,4.2,141835,545470,26,1457,6.9,17,13,5,1,266980,13,148852,8,12,11,12,33,286252,22,72064,69581,74547,70472,77924,52474,58240,84417,435543,60,92232,13,2123347,25.8,12,369208,17.4,19086,0.9,127054,6,5362,0.3,629633,29.7,946430,44.6,110254,6,51.1,23304,1.3,49,18,31,66,173
48441,Texas,Taylor,163,37,35,38,4.1,4.6,6.7,29,86,21168,19,99,72,1394:01:00,117,84,1190:01:00,261,188,533:01:00,75388,84236,89,21949,35995,61,3608,66148,5.5,108387,24365,4.4,9576,33832,28,172,12.5,14,11,2,1,21730,16,13079,10,12,11,12,38,17395,22,52974,46701,59247,53226,58087,41603,46571,60532,29409,58,5360,11,139200,24.8,14.9,10295,7.4,1446,1,3139,2.3,230,0.2,35501,25.5,86598,62.2,2986,2,51.2,21085,16,129,43,21,52,85
48443,Texas,Terrell,NR,39,38,40,4.3,4.3,4.8,33,,101,20,0,0,776:00:00,0,0,702:00:00,0,0,702:00:00,664,779,85,121,181,67,18,393,4.6,81286,21100,3.9,46,117,39,0,0,3,3,0,0,90,10,409,42,14,13,15,37,76,20,42849,35113,50585,,,,43293,37390,404,96,32,8,702,18.5,33.8,8,1.1,28,4,9,1.3,0,0,369,52.6,292,41.6,7,1,49.3,984,100,NR,NR,NR,NR,NR
48445,Texas,Terry,221,41,40,43,5,4.8,5.8,40,47,2487,26,5,41,2467:01:00,5,41,2437:01:00,1,8,12183:1,5457,7827,70,1243,3290,38,354,4840,7.3,94531,20743,4.6,883,3411,26,10,8.1,17,10,5,2,1940,16,2583,20,16,15,17,38,1995,32,47292,39029,55555,,,,36227,57650,2593,63,628,16,12183,27.3,15.2,495,4.1,171,1.4,80,0.7,9,0.1,6898,56.6,4594,37.7,992,9,46.9,3121,24.7,229,226,234,211,97
48447,Texas,Throckmorton,102,36,35,37,4.3,4.8,4,30,57,257,24,1,67,1501:01:00,0,0,1487:00:00,1,67,1487:01:00,928,1067,87,169,257,66,31,635,4.9,95684,13975,6.8,122,305,40,3,20,7,6,0,1,270,19,528,32,11,10,12,36,196,25,46820,38114,55526,,,,,,523,73,70,11,1487,20.8,27.8,14,0.9,21,1.4,8,0.5,0,0,196,13.2,1230,82.7,4,0,51.8,1641,100,113,113,156,116,57
48449,Texas,Titus,75,39,38,41,4.7,4.7,6.5,36,51,6864,25,14,43,2339:01:00,17,52,1937:01:00,23,70,1432:01:00,15623,19986,78,3504,7720,45,891,13303,6.7,92866,24215,3.8,2839,9474,30,30,9.2,17,9,8,2,5000,15,4546,14,14,13,15,37,5552,30,52973,46410,59536,,64306,26748,53553,58986,7525,68,1099,10,32926,28.6,15,2980,9.1,833,2.5,396,1.2,59,0.2,14711,44.7,14355,43.6,2784,9,51.1,16347,50.6,109,129,161,149,114
48451,Texas,Tom Green,70,37,36,38,4,4.3,7.1,31,71,16924,18,88,74,1355:01:00,72,60,1667:01:00,190,158,632:01:00,65850,76229,86,19247,32011,60,3406,53742,6.3,109230,25286,4.3,6999,28053,25,130,10.9,14,11,3,1,16620,14,11501,10,12,12,13,36,14171,21,55990,48737,63243,,81310,41250,52463,61154,28175,66,4508,11,120010,23.8,16.1,4381,3.7,1407,1.2,1752,1.5,229,0.2,49587,41.3,62136,51.8,2445,2,50.1,17240,15.6,68,82,19,58,91
48453,Texas,Travis,6,25,24,26,3.4,3.8,7.8,22,95,185356,16,1119,88,1138:01:00,935,72,1391:01:00,4085,314,318:01:00,781592,865926,90,345653,452483,76,46579,741012,6.3,156703,35257,4.4,63188,269859,23,1143,9,19,15,4,1,156910,13,54184,5,10,9,11,32,153927,18,82605,79414,85796,64979,97413,53747,62090,96278,260455,53,71818,15,1300503,20.9,10.5,105901,8.1,15682,1.2,100067,7.7,1666,0.1,433359,33.3,633366,48.7,64364,5,49.5,55961,5.5,7,3,4,19,179
48455,Texas,Trinity,208,38,36,39,4.7,5.2,6.4,33,79,2283,22,2,14,7326:01:00,1,7,14883:1,4,27,3721:01:00,8864,10736,83,1168,2553,46,429,5313,8.1,95476,19375,4.9,912,2951,31,21,14.3,12,9,3,1,2750,19,1136,8,12,12,13,38,1923,25,47685,40257,55113,,,18015,51932,48867,4658,76,380,7,14883,19.6,27.5,1295,8.7,151,1,80,0.5,13,0.1,1682,11.3,11548,77.6,295,2,51.6,11265,77.2,190,235,199,198,216
48457,Texas,Tyler,222,38,37,39,4.5,5,5.6,33,48,2983,20,4,18,5418:01:00,2,9,10796:1,6,28,3599:01:00,12429,15285,81,1730,5056,34,727,7372,9.9,98043,19942,4.9,1211,4103,30,26,12,14,9,5,1,3950,18,3517,16,11,11,12,38,2494,23,48809,41325,56293,70962,,34028,81944,47923,5895,83,661,10,21591,19.1,23.3,2218,10.3,189,0.9,132,0.6,16,0.1,1857,8.6,16938,78.4,261,1,46.6,17006,78.1,170,206,194,227,226
48459,Texas,Upshur,153,37,36,38,4.4,5,7.3,30,30,6255,19,12,29,3479:01:00,7,17,6024:01:00,18,43,2343:01:00,24408,28133,87,4781,9389,51,1345,17448,7.7,113625,22261,5.1,2639,9900,27,32,7.7,13,9,4,1,6810,17,1335,3,11,11,12,37,5126,21,58231,52088,64374,,,45551,41741,56981,11087,77,1436,11,42166,23.6,19.2,3188,7.6,501,1.2,304,0.7,33,0.1,3849,9.1,33707,79.9,337,1,50.8,31172,79.3,135,157,94,134,201
48461,Texas,Upton,192,38,37,39,4.4,4.5,7.8,35,66,630,20,2,55,1829:01:00,0,0,3623:00:00,,,,1833,2347,78,349,850,41,103,1835,5.6,96281,25292,3.8,251,1060,24,0,0,10,6,3,1,420,11,287,9,14,13,14,37,456,22,59593,51743,67443,91389,,54583,44271,67976,1034,77,70,6,3623,28.7,15.3,89,2.5,101,2.8,24,0.7,1,0,1995,55.1,1433,39.6,179,5,49.7,3355,100,126,106,147,115,153
48463,Texas,Uvalde,156,41,39,42,4.6,4.4,5.6,37,72,5374,25,10,37,2674:01:00,11,41,2431:01:00,15,56,1783:01:00,12728,16776,76,3533,6581,54,728,11333,6.4,86890,16569,5.2,2736,7182,38,28,10.5,15,9,4,2,3820,14,6617,25,16,15,17,37,4429,30,49275,44677,53873,,,,39375,51552,6185,69,729,9,26742,26.6,16.9,175,0.7,340,1.3,327,1.2,22,0.1,19378,72.5,6719,25.1,2056,8,50.8,8287,31.4,99,81,153,192,66
48465,Texas,Val Verde,67,41,39,43,4.8,4.4,5.8,39,77,9402,24,17,35,2884:01:00,16,33,3064:01:00,26,53,1886:01:00,20807,29717,70,7652,12941,59,1794,22589,7.9,97449,17331,5.6,4581,13828,33,38,7.8,17,10,7,1,7230,15,10555,22,17,16,18,38,7856,30,54346,48648,60044,21477,,34954,42320,68365,10623,65,1713,11,49028,28.2,14.3,690,1.4,522,1.1,439,0.9,90,0.2,40412,82.4,7100,14.5,5304,12,48.9,4965,10.2,108,168,193,187,147
48467,Texas,Van Zandt,95,36,35,38,4.4,5,6.7,30,27,10703,24,7,12,8084:01:00,12,21,4794:01:00,20,35,2877:01:00,33124,38832,85,6755,12336,55,1601,26130,6.1,109677,24485,4.5,3156,12857,25,67,11.8,13,9,2,2,8780,16,5611,11,11,10,12,36,8697,27,57891,49838,65944,75543,,39063,41645,59769,16185,79,1620,8,57533,22.9,20.8,1548,2.7,533,0.9,315,0.5,87,0.2,6974,12.1,47459,82.5,626,1,51.1,39444,75,93,156,155,63,104
48469,Texas,Victoria,80,38,37,40,4.2,4.4,7.2,32,73,15208,20,69,75,1335:01:00,52,57,1768:01:00,152,165,605:01:00,50349,60373,83,13478,23986,56,3411,41172,8.3,113341,24252,4.7,7020,23225,30,85,9.2,16,11,5,1,13240,14,7688,9,14,13,14,36,12388,24,53583,47150,60016,79185,143221,41372,52281,67195,21872,67,3382,11,91936,25.1,16.9,5302,5.8,810,0.9,1315,1.4,80,0.1,44448,48.3,39730,43.2,2533,3,51,23110,26.6,74,118,38,170,182
48471,Texas,Walker,30,38,37,39,4.4,4.6,7.3,33,71,8758,19,21,29,3475:01:00,29,40,2488:01:00,47,65,1535:01:00,40153,46704,86,9443,19776,48,1742,24085,7.2,85734,15346,5.6,2844,10449,27,46,6.3,22,20,3,1,10940,15,4260,6,14,13,14,40,7461,21,43002,39756,46248,78442,,31091,31961,46689,11677,52,4152,20,72164,14.9,14.2,16458,22.8,602,0.8,868,1.2,90,0.1,13138,18.2,40529,56.2,1781,3,42.5,30933,45.6,143,177,90,152,241
48473,Texas,Waller,22,39,37,40,4.3,4.6,7.1,33,21,10533,24,8,14,6906:01:00,9,16,6384:01:00,14,24,4104:01:00,25398,29797,85,7091,12142,58,1846,23804,7.8,130907,30455,4.3,2858,12842,22,26,4.7,20,13,6,2,6960,13,4776,11,13,12,14,38,8563,28,69460,59236,79684,77431,,35997,60211,88443,10798,69,1629,11,57452,24,12.2,13151,22.9,859,1.5,945,1.6,70,0.1,18123,31.5,24325,42.3,3027,6,50.4,26632,61.6,79,109,204,111,193
48475,Texas,Ward,227,38,37,40,4.4,4.4,8.4,35,81,2180,21,2,17,5999:01:00,,,,2,17,6049:01:00,5862,7369,80,1528,3179,48,582,6171,9.4,103649,24932,4.2,603,3315,18,9,7.5,12,7,4,1,1310,11,281,3,14,13,15,37,1659,24,57257,54258,60256,,,,51875,76939,3058,75,344,9,12097,29.3,13.4,505,4.2,191,1.6,79,0.7,12,0.1,6722,55.6,4577,37.8,484,4,49.4,2972,27.9,171,66,230,173,47
48477,Texas,Washington,53,37,36,38,4.1,4.6,7.4,30,60,5103,20,20,56,1794:01:00,18,50,1987:01:00,26,73,1376:01:00,20646,23589,88,3955,6841,58,866,15329,5.6,116561,26023,4.5,1685,7554,22,52,14.5,15,12,3,2,4940,14,2454,7,11,11,12,37,3973,22,62667,56679,68655,,,46741,51989,67185,9817,74,1409,11,35771,21.4,22.8,5952,16.6,215,0.6,594,1.7,20,0.1,6078,17,22719,63.5,1138,3,51.2,18036,53.5,77,53,20,39,93
48479,Texas,Webb,29,42,40,44,5,4.5,6.8,39,92,73316,30,84,30,3293:01:00,89,32,3120:01:00,109,39,2548:01:00,104327,153079,68,35642,72316,49,9819,116195,8.5,100771,18795,5.4,28228,90311,31,97,3.5,27,17,13,1,43300,16,24206,10,18,17,19,38,61059,39,56588,53398,59778,94167,95065,57434,49211,67806,48093,63,11124,15,277681,32,10,984,0.4,1602,0.6,1663,0.6,150,0.1,265007,95.4,9906,3.6,49636,20,50.7,6507,2.6,185,128,225,223,243
48481,Texas,Wharton,86,39,38,41,4.6,4.7,7.5,35,61,8663,26,15,36,2770:01:00,23,55,1812:01:00,21,50,1985:01:00,21513,26876,80,5221,9804,53,1448,21376,6.8,108943,21602,5,2786,10871,26,64,15.4,18,11,5,2,6200,15,1974,5,14,14,15,38,6971,30,55887,47125,64649,126382,,30676,41534,67606,10116,66,1726,12,41685,25.8,17.8,5207,12.5,348,0.8,245,0.6,34,0.1,17868,42.9,18025,43.2,2067,5,50.8,20597,49.9,187,84,201,132,171
48483,Texas,Wheeler,178,38,36,39,4.5,4.9,7.3,33,40,1058,26,2,40,2528:01:00,2,40,2473:01:00,3,61,1649:01:00,2802,3507,80,686,1207,57,134,2226,6,93986,23079,4.1,338,1321,26,11,21.8,16,11,6,0,890,17,168,3,12,12,13,37,796,29,49838,42389,57287,,,,48646,51680,1449,70,134,7,4946,24.7,20.3,128,2.6,89,1.8,43,0.9,0,0,1270,25.7,3416,69.1,262,5,49.9,5410,100,96,107,200,65,64
48485,Texas,Wichita,157,38,37,40,4.3,4.7,6.4,30,69,18616,19,111,84,1191:01:00,103,77,1293:01:00,230,173,579:01:00,74773,84714,88,20729,34969,59,3686,55306,6.7,97700,20003,4.9,8733,29559,30,131,9.9,17,14,2,1,22340,17,14843,11,12,11,13,39,15162,21,54659,50181,59137,44286,79559,29443,45115,52903,29577,61,6159,13,133205,22.5,15.3,13901,10.4,1909,1.4,2922,2.2,207,0.2,26898,20.2,85424,64.1,1698,1,48.3,14027,10.7,86,167,25,110,46
48487,Texas,Wilbarger,195,39,38,40,4.9,5,5.6,37,21,2192,22,4,31,3192:01:00,4,32,3138:01:00,18,143,697:01:00,6925,8795,79,1738,3329,52,290,4949,5.9,89270,17577,5.1,505,2757,18,15,11.7,14,8,4,3,2440,19,2110,16,14,14,15,39,1884,26,51774,45168,58380,38656,,58019,46275,44418,2973,59,534,11,12552,21.9,18.9,940,7.5,209,1.7,468,3.7,10,0.1,3801,30.3,6971,55.5,327,3,50.7,2963,21.9,222,208,160,117,98
48489,Texas,Willacy,164,46,44,47,5.5,4.7,4.6,45,11,3443,23,7,33,3051:01:00,1,5,21161:1,6,28,3527:01:00,9482,13532,70,2179,5987,36,790,6597,12,81365,15052,5.4,2031,5096,40,10,4.7,18,10,9,1,4050,19,5675,26,20,18,21,39,2947,30,40190,33425,46955,,,,36180,75283,3939,67,410,8,21161,23.3,14.5,413,2,143,0.7,200,0.9,15,0.1,18712,88.4,1808,8.5,1559,8,44.7,7653,34.6,226,238,212,242,183
48491,Texas,Williamson,3,32,31,33,3.2,3.9,7.8,24,89,63856,12,406,69,1455:01:00,352,57,1755:01:00,842,136,734:01:00,354174,379684,93,131156,173434,76,18646,318447,5.9,157402,43914,3.6,25235,145628,17,368,6.2,12,10,2,1,60430,11,36732,9,9,9,10,34,52194,14,91507,84819,98195,77813,125472,73186,76148,94018,128240,68,19466,10,617855,24.8,12.9,42227,6.8,5499,0.9,53419,8.6,1028,0.2,153879,24.9,352790,57.1,14707,3,50.6,50679,12,4,4,3,6,87
48493,Texas,Wilson,26,37,36,38,3.8,4.2,8.6,29,56,7054,17,22,43,2321:01:00,15,29,3468:01:00,20,38,2601:01:00,30081,33963,89,7003,11940,59,1396,24473,5.7,144249,34124,4.2,2036,12068,17,28,5.5,13,8,5,0,5350,11,686,2,12,11,12,36,5669,19,74529,65592,83466,,,117212,70080,85915,13943,87,1434,9,52023,23.5,16.8,823,1.6,522,1,347,0.7,59,0.1,21139,40.6,29073,55.9,1177,2,49.8,36850,85.9,27,19,42,26,185
48495,Texas,Winkler,241,39,38,41,4.5,4.5,8.5,36,96,1458,21,2,25,4005:01:00,2,25,3944:01:00,,,,3130,4544,69,852,1917,44,376,4039,9.3,114448,25127,4.6,251,2305,11,6,7.5,14,8,3,3,890,11,102,1,15,14,15,37,1110,24,77960,68355,87565,26295,,74125,59244,76719,2119,81,142,6,7887,29.1,11.9,172,2.2,170,2.2,66,0.8,4,0.1,4932,62.5,2626,33.3,840,12,48.1,1289,18.1,196,124,221,203,65
48497,Texas,Wise,58,37,35,38,4.1,4.7,7.7,30,32,12717,22,28,40,2499:01:00,17,24,4181:01:00,27,38,2633:01:00,39333,45664,86,9479,16725,57,2099,32140,6.5,127300,31945,4,3553,16754,21,69,9.9,14,10,3,2,9520,14,1900,3,11,10,11,36,10200,25,71636,60384,82888,,,77500,49742,74016,17720,80,2035,10,71084,24.3,15.6,966,1.4,875,1.2,446,0.6,56,0.1,14346,20.2,53757,75.6,2258,4,50,42635,72.1,31,74,104,48,188
48499,Texas,Wood,160,36,34,37,4.3,4.9,6.7,30,25,6987,22,19,42,2397:01:00,17,37,2723:01:00,16,35,2893:01:00,28065,32769,86,4059,8512,48,1179,17919,6.6,104848,23497,4.5,2242,8640,26,61,13.4,15,12,2,2,7520,17,3714,9,11,10,12,37,5809,25,61886,59080,64692,52857,,40848,53417,57454,13609,81,1714,11,46291,18.7,27.9,2352,5.1,479,1,295,0.6,38,0.1,4970,10.7,37800,81.7,754,2,50.4,31137,74.2,51,138,70,114,197
48501,Texas,Yoakum,154,39,37,40,4.5,4.4,8.6,36,79,2004,26,3,34,2904:01:00,1,11,8702:01:00,2,23,4351:01:00,3511,5074,69,1100,2365,47,421,3528,11.9,145238,26842,5.4,332,2837,12,8,9.2,13,4,8,0,780,9,423,5,14,14,15,36,1411,29,67132,57517,76747,,,,70035,69000,2010,77,257,11,8702,33.2,12,87,1,157,1.8,57,0.7,3,0,5942,68.3,2511,28.9,847,11,48.9,2941,37.3,53,68,227,214,63
48503,Texas,Young,194,36,34,37,4.3,4.8,6.7,31,68,3309,24,16,89,1126:01:00,13,73,1377:01:00,11,61,1628:01:00,10558,12447,85,2670,4212,63,410,7803,5.3,106545,22899,4.7,1091,4354,25,21,11.7,11,8,3,2,2570,14,2540,14,11,11,12,37,2604,26,54569,45190,63948,136464,,38922,45270,54643,5547,74,739,10,17904,23.2,21,244,1.4,246,1.4,148,0.8,10,0.1,3442,19.2,13764,76.9,287,2,50.2,6227,33.6,23,89,91,74,38
48505,Texas,Zapata,56,43,41,45,5.5,4.8,6.2,44,25,3521,29,1,7,14179:1,2,14,7086:01:00,,,,5196,8032,65,1387,3484,40,571,4600,12.4,78656,12174,6.5,1306,4756,27,3,2.1,25,8,18,1,2780,19,1181,8,19,18,20,39,2937,39,39876,32410,47342,,,,31433,66813,3287,70,522,12,14172,32.5,13.5,41,0.3,69,0.5,34,0.2,2,0,13461,95,609,4.3,2859,22,50.1,3299,23.5,228,227,237,241,212
48507,Texas,Zavala,214,46,44,48,5.8,4.9,4.3,46,,2076,22,1,8,11840:1,4,34,2960:01:00,6,51,1973:01:00,5377,7101,76,1565,3107,50,484,3430,14.1,71803,15740,4.6,2010,3464,58,4,3.4,17,9,6,6,2590,22,2692,23,21,19,22,39,1788,28,34898,28446,41350,,,,38281,71020,2710,74,352,10,11840,28.3,14.7,75,0.6,140,1.2,33,0.3,19,0.2,11101,93.8,600,5.1,619,6,48.9,4441,38,239,239,222,239,129
